genre,subgenre,id,name,all_genres
singer-songwriter,singer-songwriter,184777,Ashley Monroe,"['country', 'foreignbard']"
singer-songwriter,singer-songwriter,761497,AJ Rafael,"['pop', 'foreignbard', 'alternative']"
singer-songwriter,singer-songwriter,36883,Scott McKenzie,"['rock', 'pop', 'foreignbard']"
singer-songwriter,singer-songwriter,4445889,Tobe Nwigwe,"['foreignrap', 'soul', 'foreignbard']"
singer-songwriter,singer-songwriter,3151996,Josh Grider,"['country', 'foreignbard']"
singer-songwriter,singer-songwriter,621153,Prague Philharmonic Orchestra,"['classical', 'newage', 'foreignbard']"
singer-songwriter,singer-songwriter,168671,BOYLE,"['folk', 'foreignbard', 'electronics']"
singer-songwriter,singer-songwriter,4082701,Haley Heynderickx,"['folk', 'foreignbard', 'punk']"
singer-songwriter,singer-songwriter,4691321,Kuana Torres Kahele,"['foreignbard', 'folk', 'vocal']"
singer-songwriter,singer-songwriter,4779863,"John ""The Ragin Cajun"" Jones","['pop', 'foreignbard']"
singer-songwriter,singer-songwriter,2199896,Zach Berkman,"['country', 'foreignbard', 'pop']"
singer-songwriter,singer-songwriter,5462989,Lily Moore,"['foreignbard', 'alternative']"
singer-songwriter,singer-songwriter,34336,Sham Rock,"['pop', 'foreignbard']"
singer-songwriter,singer-songwriter,73015,Larry Groce,"['pop', 'foreignbard']"
