genre,subgenre,id,name,all_genres
all,all,5007577,Zivert,['ruspop']
all,all,41052,Король и Шут,['punk']
all,all,41191,Баста,['rusrap']
all,all,666984,Artik & Asti,['ruspop']
all,all,4944372,NILETTO,['rusrap']
all,all,257461,JONY,"['ruspop', 'rusrap', 'rusestrada']"
all,all,41114,Би-2,['rusrock']
all,all,3292790,Мари Краймбрери,['ruspop']
all,all,41075,КИНО,['rusrock']
all,all,13002,Rammstein,"['industrial', 'rock']"
all,all,161243,Сплин,['rusrock']
all,all,975699,Макс Корж,['rusrap']
all,all,6125147,Тима Белорусских,['ruspop']
all,all,1554548,Dabro,['ruspop']
all,all,36800,Linkin Park,['alternative']
all,all,4331814,Клава Кока,['ruspop']
all,all,79215,Queen,"['rock', 'films']"
all,all,160970,Noize MC,['rusrap']
all,all,6229247,GAYAZOV$ BROTHER$,['ruspop']
all,all,6456325,SLAVA MARLOW,"['ruspop', 'rusrap', 'country']"
all,all,5129397,HammAli & Navai,['rusrap']
all,all,218099,Земфира,['rusrock']
all,all,4330960,Rauf & Faik,"['ruspop', 'pop']"
all,all,156427,Звери,['rusrock']
all,all,3719594,Jah Khalib,['rusrap']
all,all,675068,Imagine Dragons,['rock']
all,all,452202,Макс Барских,['pop']
all,all,4623000,Монеточка,['local-indie']
all,all,161247,Руки Вверх!,['ruspop']
all,all,6467364,NЮ,"['ruspop', 'rusrock', 'pop']"
all,all,1636897,Мот,"['rusrap', 'ruspop', 'foreignrap']"
all,all,6043,Sia,['pop']
all,all,1556385,HENSY,"['ruspop', 'rusrap']"
all,all,42607,Михаил Круг,['shanson']
all,all,155946,Dj Smash,"['dance', 'ruspop', 'electronics']"
all,all,164354,Ария,['classicmetal']
all,all,6841371,Ramil',"['ruspop', 'rusrap', 'pop']"
all,all,4353492,Billie Eilish,['indie']
all,all,41098,Мумий Тролль,['rusrock']
all,all,3304163,Лёша Свик,['ruspop']
all,all,4465783,Miyagi,['rusrap']
all,all,5704222,FREE FLOW FLAVA,['foreignrap']
all,all,6389055,Batrai,"['rusrap', 'ruspop', 'dance']"
all,all,6103852,Нурминский,['rusrap']
all,all,3447668,Burito,['ruspop']
all,all,41166,Ляпис Трубецкой,"['allrock', 'ska', 'punk']"
all,all,3827925,Filatov & Karas,['dance']
all,all,234192,Полина Гагарина,['ruspop']
all,all,1280361,Little Big,['dance']
all,all,8377409,JANAGA,['rusrap']
all,all,722467,MONATIK,['pop']
all,all,5855069,TIMRAN,"['ruspop', 'rusrap', 'dance']"
all,all,219036,Ёлка,['ruspop']
all,all,4101345,Миша Марвин,['ruspop']
all,all,3976197,#2Маши,['ruspop']
all,all,611169,The Weeknd,"['rnb', 'foreignrap', 'pop']"
all,all,165131,Григорий Лепс,['rusestrada']
all,all,5839186,Асия,"['ruspop', 'rusrap', 'house']"
all,all,168862,25/17,['rusrap']
all,all,451523,PIZZA,['ruspop']
all,all,2650515,Ханна,['ruspop']
all,all,358612,ДДТ,['rusrock']
all,all,452,David Guetta,['dance']
all,all,6119595,VERBEE,"['ruspop', 'rusrap', 'dance']"
all,all,155917,МакSим,['ruspop']
all,all,523722,Sam Smith,"['pop', 'electronics', 'dance']"
all,all,404281,LOBODA,['ruspop']
all,all,191175,AC/DC,['hardrock']
all,all,41174,Валерий Меладзе,['rusestrada']
all,all,90,Scorpions,['hardrock']
all,all,8595049,Agunda,"['ruspop', 'pop', 'rusrap']"
all,all,67437,System of A Down,"['rock', 'numetal', 'alternative']"
all,all,4356483,Andro,['ruspop']
all,all,3315646,Порнофильмы,['punk']
all,all,5652191,Анет Сай,['ruspop']
all,all,4733678,ЭGO,['caucasian']
all,all,41134,Агата Кристи,['rusrock']
all,all,796797,Егор Крид,['ruspop']
all,all,5885296,The Limba,"['ruspop', 'rusrap', 'rnb']"
all,all,41138,Nautilus Pompilius,['rusrock']
all,all,218071,Ночные Снайперы,['rusrock']
all,all,219352,Сказки,[]
all,all,4611844,Miyagi & Эндшпиль,['rusrap']
all,all,7720909,TRITICUM,"['dance', 'house', 'techno']"
all,all,3121,Metallica,['classicmetal']
all,all,5608856,MATRANG,['rusrap']
all,all,41154,Кукрыниксы,['rusrock']
all,all,218107,Артур Пирожков,['ruspop']
all,all,1546363,Фиксики,"['forchildren', 'animated']"
all,all,5821649,Ava Max,"['pop', 'dance', 'techno']"
all,all,425796,LOUNA,['numetal']
all,all,6826935,дора,['local-indie']
all,all,36833,Red Hot Chili Peppers,['rock']
all,all,5733065,RASA,"['rusrap', 'ruspop']"
all,all,218073,Пикник,['rusrock']
all,all,36784,Nickelback,"['rock', 'alternative']"
all,all,264454,Zell,"['dance', 'rusrap']"
all,all,5926594,Radio Tapok,"['alternative', 'pop', 'rusrock']"
all,all,2618492,ГРОТ,['rusrap']
all,all,4027035,Cream Soda,"['dance', 'house', 'rusrap']"
all,all,9262,Nirvana,"['rock', 'alternative']"
all,all,430384,Любэ,['rusestrada']
all,all,4110067,Intelligency,"['electronics', 'pop', 'ruspop']"
all,all,3889375,Dua Lipa,"['pop', 'dance', 'house']"
all,all,4764396,Зомб,['rusrap']
all,all,41798,Jack Savoretti,"['foreignbard', 'pop', 'dance']"
all,all,680,Sting,"['pop', 'rock', 'reggae']"
all,all,3247380,Otnicka,"['dance', 'house', 'relax']"
all,all,381067,Ed Sheeran,['pop']
all,all,233939,Звонкий,['ruspop']
all,all,6424360,ФОГЕЛЬ,"['ruspop', 'rap', 'rusrap']"
all,all,49258,Skillet,"['alternative', 'rock']"
all,all,4652316,The Hatters,['ska']
all,all,691572,EMIN,['rusestrada']
all,all,41123,Lumen,['alternative']
all,all,1652733,Машина времени,['rusrock']
all,all,643850,Lana Del Rey,['pop']
all,all,159015,Елена Темникова,['ruspop']
all,all,5098446,ANIVAR,['ruspop']
all,all,36810,Depeche Mode,"['electronics', 'rock', 'alternative']"
all,all,41110,Дима Билан,['ruspop']
all,all,41126,Каста,['rusrap']
all,all,428038,Нервы,['ukrrock']
all,all,8872513,Aslai,"['house', 'foreignrap', 'dance']"
all,all,2663391,Lx24,['ruspop']
all,all,108441,Mitchel,['rusrap']
all,all,426302,ST,['rusrap']
all,all,792433,twenty one pilots,['indie']
all,all,7258431,Тайпан,"['ruspop', 'dance', 'rusrap']"
all,all,139896,Armin van Buuren,"['dance', 'electronics', 'trance']"
all,all,168851,Ленинград,['rusrock']
all,all,419284,Леонид Агутин,['rusestrada']
all,all,3706671,RSAC,['local-indie']
all,all,12674,The Prodigy,['electronics']
all,all,35004,The Beatles,"['rock', 'rnr', 'prog']"
all,all,3767654,Sofi Tukker,['dance']
all,all,588511,Рем Дигга,['rusrap']
all,all,118708,Владимир Высоцкий,['rusbards']
all,all,184100,Three Days Grace,"['rock', 'alternative']"
all,all,218068,Океан Ельзи,['ukrrock']
all,all,756987,T1One,['rusrap']
all,all,41051,Смысловые Галлюцинации,['rusrock']
all,all,41050,Танцы Минус,['rusrock']
all,all,117334,Сергей Лазарев,['ruspop']
all,all,5632509,Raim & Artur,"['rusrap', 'ruspop', 'foreignrap']"
all,all,4944386,Mary Gu,['ruspop']
all,all,1462419,АнимациЯ,['rusrock']
all,all,5322138,StaFFорд63,['rusrap']
all,all,8349622,WYR GEMI,['dance']
all,all,391868,Стас Михайлов,['rusestrada']
all,all,27154,Moby,['electronics']
all,all,6767066,Mia Boyka,['ruspop']
all,all,2943728,Kucher,"['ruspop', 'rusrap', 'pop']"
all,all,12048,Muse,"['alternative', 'rock']"
all,all,168654,Hurts,"['pop', 'dance']"
all,all,359577,Мельница,['folkrock']
all,all,5736663,Nebezao,['dance']
all,all,118885,Modern Talking,"['estrada', 'pop', 'disco']"
all,all,140504,Tiësto,"['dance', 'trance', 'electronics']"
all,all,5763226,Drummatix,"['rusrap', 'electronics', 'ruspop']"
all,all,3266690,Lika Morgan,"['dance', 'electronics', 'house']"
all,all,4664209,Люся Чеботина,['ruspop']
all,all,4752463,Артём Качер,"['ruspop', 'rnb', 'rusrap']"
all,all,2686299,kavabanga Depo kolibri,['rusrap']
all,all,41133,Бумбокс,['ukrrock']
all,all,3892062,MACAN,"['rusrap', 'ruspop', 'foreignrap']"
all,all,1185458,Robin Schulz,"['dance', 'house', 'pop']"
all,all,5441544,Малышарики,['forchildren']
all,all,5952,OneRepublic,"['pop', 'dance', 'rock']"
all,all,1242711,Lindsey Stirling,"['pop', 'modern', 'electronics']"
all,all,6294505,Emma Peters,"['dance', 'pop', 'electronics']"
all,all,671,Coldplay,['rock']
all,all,168372,Кипелов,['classicmetal']
all,all,1905368,Alan Walker,['dance']
all,all,89677,Enigma,['newage']
all,all,158454,GUF,['rusrap']
all,all,1438,Lady Gaga,['pop']
all,all,5240901,Besomorph,"['electronics', 'dance', 'foreignrap']"
all,all,188974,Браво,['rusrock']
all,all,5054100,Дайте танк (!),['local-indie']
all,all,169002,Олег Анофриев,"['fairytales', 'rusestrada', 'forchildren']"
all,all,87968,Thousand Foot Krutch,"['alternative', 'rock']"
all,all,218254,Ирина Круг,['shanson']
all,all,3246342,Скриптонит,['rusrap']
all,all,4034285,Allan Rayman,['rnb']
all,all,445029,Николай Басков,['rusestrada']
all,all,962765,L'One,['rusrap']
all,all,2828193,Slider & Magnit,"['dance', 'house', 'ruspop']"
all,all,3942411,BTS,['kpop']
all,all,427140,VAVAN,['ruspop']
all,all,645039,Tony Igy,"['electronics', 'dance', 'pop']"
all,all,344742,Sabaton,['epicmetal']
all,all,110143,Selena Gomez,"['pop', 'dance', 'electronics']"
all,all,168638,Максим Фадеев,['ruspop']
all,all,4163023,Eneli,"['dance', 'pop', 'electronics']"
all,all,64248,Ани Лорак,['ruspop']
all,all,7092474,FILV,"['dance', 'electronics', 'pop']"
all,all,6625670,Мэвл,['ruspop']
all,all,1802873,Tommee Profitt,"['alternative', 'pop']"
all,all,595142,The Score,['alternative']
all,all,9078726,Даня Милохин,"['ruspop', 'rusrap']"
all,all,4623476,FEDUK,['rusrap']
all,all,167026,Алла Пугачёва,['rusestrada']
all,all,161659,Klaas,['dance']
all,all,167401,Алиса,['rusrock']
all,all,5349983,polnalyubvi,"['ruspop', 'local-indie']"
all,all,3183564,Хлеб,['rusrap']
all,all,41055,ЧайФ,['rusrock']
all,all,3477,Rihanna,"['pop', 'dance', 'rnb']"
all,all,972,Michael Jackson,['pop']
all,all,795224,LIZER,['rusrap']
all,all,6856,Katy Perry,"['pop', 'dance', 'rock']"
all,all,451,Black Eyed Peas,"['pop', 'rnb', 'foreignrap']"
all,all,41213,7Б,['rusrock']
all,all,452219,Мохито,['ruspop']
all,all,188970,Animal ДжаZ,['alternative']
all,all,454026,Bahh Tee,['rusrap']
all,all,8025895,ГУДЗОН,"['ruspop', 'rusrap']"
all,all,41043,Тараканы!,['punk']
all,all,62923,Ash,"['electronics', 'foreignrap', 'pop']"
all,all,5976,Fall Out Boy,['alternative']
all,all,7455949,ndls404,"['foreignrap', 'dance', 'relax']"
all,all,3989,Frank Sinatra,"['jazz', 'pop', 'holiday']"
all,all,4017435,MARUV,"['dance', 'pop', 'ruspop']"
all,all,942261,Lucky Luke,"['electronics', 'dance', 'foreignrap']"
all,all,26046,Maroon 5,"['pop', 'rock', 'foreignrap']"
all,all,41222,ВИА ГРА,['ruspop']
all,all,2905482,Чиж & Co,['rusrock']
all,all,5506666,TRFN,"['electronics', 'dance', 'house']"
all,all,5950,Sum 41,"['rock', 'alternative', 'punk']"
all,all,3204498,SHAMI,"['ruspop', 'rusrap', 'foreignrap']"
all,all,6286764,алёна швец,['local-indie']
all,all,5284542,Джаро & Ханза,['rusrap']
all,all,64592,The Offspring,"['punk', 'rock', 'holiday']"
all,all,4631,Enrique Iglesias,"['pop', 'latinfolk', 'dance']"
all,all,755171,Иван Дорн,['pop']
all,all,5466847,NBSPLV,['electronics']
all,all,677738,Dj Antonio,"['dance', 'house', 'pop']"
all,all,208167,Arctic Monkeys,['indie']
all,all,7723814,просто Лера,"['ruspop', 'rusrap']"
all,all,188963,Аквариум,['rusrock']
all,all,118883,Shakira,"['pop', 'latinfolk', 'soundtrack']"
all,all,79770,BrainStorm,"['pop', 'allrock', 'rusrock']"
all,all,168852,Сергей Шнуров,['rusrock']
all,all,4084181,Rompasso,['dance']
all,all,82939,Pink Floyd,['rock']
all,all,109366,Calvin Harris,"['dance', 'pop', 'rnb']"
all,all,164416,Михаил Шуфутинский,['rusestrada']
all,all,4073286,SERPO,['ruspop']
all,all,42586,Сергей Трофимов,['shanson']
all,all,159009,Градусы,['ruspop']
all,all,6207325,Gafur,"['ruspop', 'rusrap', 'pop']"
all,all,2962264,Сергей Бобунец,['rusrock']
all,all,646127,Кравц,['rusrap']
all,all,7115507,Аудиокнига в кармане,['audiobooks']
all,all,3386706,NLO,"['ruspop', 'rusrap', 'pop']"
all,all,3724288,TOTO,['rusrap']
all,all,3251217,CRASPORE,['electronics']
all,all,1634757,LASCALA,['alternative']
all,all,6236091,Slavik Pogosov,"['rusrap', 'ruspop', 'dance']"
all,all,6267091,Alexiane,"['pop', 'electronics', 'dance']"
all,all,33874,Scooter,"['electronics', 'dance', 'foreignrap']"
all,all,412462,Александр Розенбаум,['rusestrada']
all,all,1151,Justin Timberlake,"['pop', 'foreignrap', 'dance']"
all,all,734488,Vize,"['dance', 'electronics', 'foreignrap']"
all,all,3153244,Инкогнито,['rusrock']
all,all,27995,Beyoncé,['pop']
all,all,48827,Disturbed,"['alternative', 'numetal', 'rock']"
all,all,167621,Boyce Avenue,['rock']
all,all,592843,R3HAB,"['dance', 'pop', 'electronics']"
all,all,3416858,League of Legends,"['soundtrack', 'alternative', 'videogame']"
all,all,36791,Gorillaz,['indie']
all,all,2392189,Андрей Леницкий,['ruspop']
all,all,89578,Roxette,"['pop', 'dance', 'electronics']"
all,all,41209,SEREBRO,['ruspop']
all,all,110173,Evanescence,"['alternative', 'rock']"
all,all,201638,Luxor,['rusrap']
all,all,18642,t.A.T.u.,['ruspop']
all,all,3313381,ЛСП,['rusrap']
all,all,36830,Placebo,['rock']
all,all,412774,Ногу свело!,['rusrock']
all,all,5042522,Navai,"['rusrap', 'ruspop']"
all,all,226412,Zaz,"['pop', 'estrada', 'newage']"
all,all,7251201,Xcho,['rusrap']
all,all,2518601,Инструментальный ансамбль «Мелодия»,"['pop', 'rusbards', 'forchildren']"
all,all,5042521,HammAli,"['rusrap', 'ruspop']"
all,all,29044,Ace of Base,"['pop', 'dance', 'electronics']"
all,all,6101161,EMR3YGUL,"['dance', 'electronics', 'house']"
all,all,156446,A'Studio,['ruspop']
all,all,4339226,Max Oazo,"['electronics', 'house', 'dance']"
all,all,7483807,Tanir & Tyomcha,"['rusrap', 'dance', 'ruspop']"
all,all,234199,Юлианна Караулова,['ruspop']
all,all,5457159,Two Feet,"['alternative', 'electronics', 'rock']"
all,all,6928538,МУККА,['rusrock']
all,all,5228875,Истов,['rusrap']
all,all,5529,The Killers,"['alternative', 'rock', 'indie']"
all,all,73216,Within Temptation,['epicmetal']
all,all,3176637,Ислам Итляшев,['caucasian']
all,all,236585,Volbeat,"['metal', 'classicmetal', 'rock']"
all,all,188916,Labrinth,['pop']
all,all,229555,Ирина Аллегрова,['rusestrada']
all,all,1113157,Rag'n'Bone Man,"['foreignrap', 'indie', 'dance']"
all,all,558156,Anton Ishutin,"['dance', 'house', 'electronics']"
all,all,6502292,кис-кис,"['local-indie', 'punk', 'rusrock']"
all,all,3884090,The Tech Thieves,"['electronics', 'pop', 'foreignrap']"
all,all,587015,Ирина Дубцова,['ruspop']
all,all,25443,Moses,"['dance', 'house', 'electronics']"
all,all,168857,Тимати,"['rusrap', 'ruspop', 'foreignrap']"
all,all,519301,Loc-Dog,['rusrap']
all,all,5398050,Гузель Хасанова,['ruspop']
all,all,5330133,Адлер Коцба,"['ruspop', 'rusrap', 'caucasian']"
all,all,8050187,Roudeep,"['house', 'electronics', 'foreignrap']"
all,all,5451801,Драгни,"['local-indie', 'ruspop', 'alternative']"
all,all,1859,Bon Jovi,"['rock', 'hardrock', 'pop']"
all,all,1813,Madonna,"['pop', 'dance', 'rock']"
all,all,673006,Мураками,['rusrock']
all,all,7894065,Scott Rill,"['electronics', 'dance', 'house']"
all,all,5145563,BLACKPINK,['kpop']
all,all,907548,МАЧЕТЕ,['rusrock']
all,all,593952,T-killah,['rusrap']
all,all,2855649,Natan,['ruspop']
all,all,6096109,AREZRA,['electronics']
all,all,45303,Panic! At The Disco,['rock']
all,all,4890565,twocolors,"['dance', 'electronics', 'pop']"
all,all,667083,Алексей Брянцев,['shanson']
all,all,7423616,NEMIGA,"['ruspop', 'dance']"
all,all,160514,СЛОТ,"['alternative', 'electronics']"
all,all,3538196,Kaleida,['electronics']
all,all,517208,DJ Dark,"['electronics', 'dance', 'house']"
all,all,7444,The Cranberries,['rock']
all,all,338745,Город 312,['rusrock']
all,all,7306068,Lunis,"['dance', 'electronics', 'foreignrap']"
all,all,7320578,AMCHI,"['ruspop', 'rusrap', 'dance']"
all,all,6302408,HARU,['ruspop']
all,all,1910496,Otilia,"['dance', 'house', 'pop']"
all,all,3135644,Fleurie,['foreignbard']
all,all,96490,Ludovico Einaudi,['modern']
all,all,13905,Daft Punk,['electronics']
all,all,29060,The Doors,['allrock']
all,all,41187,Смоки Мо,['rusrap']
all,all,717399,IOWA,['ruspop']
all,all,3327812,Lost Frequencies,"['dance', 'pop', 'rock']"
all,all,2941392,Маша и медведь,"['forchildren', 'children', 'animated']"
all,all,4477099,Izzamuzzic,"['house', 'electronics', 'dance']"
all,all,431593,Юрий Шатунов,['rusestrada']
all,all,577282,Maître Gims,"['foreignrap', 'pop', 'rock']"
all,all,1194096,KALEO,"['alternative', 'indie']"
all,all,37027,Adele,['pop']
all,all,2932324,Kamazz,['rusrap']
all,all,752230,Timmy Trumpet,"['dance', 'electronics', 'house']"
all,all,11085,Dustin O'Halloran,"['films', 'modern', 'soundtrack']"
all,all,7840940,Idris & Leos,"['rusrap', 'ruspop']"
all,all,7167897,Siadou,"['electronics', 'dance']"
all,all,41167,Элизиум,['punk']
all,all,36762,Green Day,"['punk', 'alternative', 'rock']"
all,all,10899,Nightwish,['epicmetal']
all,all,166300,Бьянка,['ruspop']
all,all,3214072,The Avener,"['electronics', 'pop', 'alternative']"
all,all,1141728,Большой детский хор Всесоюзного радио и Центрального телевидения,['films']
all,all,3313064,KSHMR,"['dance', 'electronics', 'house']"
all,all,430680,Иванушки International,['ruspop']
all,all,158511,Сектор Газа,['punk']
all,all,10533,Chris Rea,"['pop', 'rock', 'blues']"
all,all,3185166,Элджей,['rusrap']
all,all,4813,Miley Cyrus,"['pop', 'foreignrap', 'soundtrack']"
all,all,9987979,ONEIL,"['dance', 'house']"
all,all,165110,Дискотека Авария,['ruspop']
all,all,4464750,Gidayyat,['rusrap']
all,all,425898,Savage,"['dance', 'pop', 'electronics']"
all,all,75628,Britney Spears,['pop']
all,all,5724261,Lofi Hip Hop,"['foreignrap', 'electronics', 'relax']"
all,all,1548053,Andrey Exx,"['house', 'dance', 'electronics']"
all,all,4728559,ELMAN,['ruspop']
all,all,41128,Uma2rman,['rusrock']
all,all,2977894,Ilkay Sencan,"['dance', 'electronics', 'pop']"
all,all,5902686,НАZИМА,"['ruspop', 'rusrap', 'dance']"
all,all,2443265,NF,['foreignrap']
all,all,35230,The Rasmus,['alternative']
all,all,3814704,Broken Back,['indie']
all,all,668,Elton John,"['pop', 'rock', 'dance']"
all,all,28112,Joe Dassin,"['estrada', 'folk']"
all,all,1033565,Alok,['dance']
all,all,3525,Flo Rida,"['foreignrap', 'dance', 'pop']"
all,all,2326802,Леван Горозия,['rusrap']
all,all,7494976,Monaldin,"['pop', 'electronics', 'house']"
all,all,5097013,Чевостик,['fairytales']
all,all,3426942,ATL,['rusrap']
all,all,2648781,Khalif,"['rusrap', 'ruspop', 'caucasian']"
all,all,1460624,Владимир Пресняков,['rusestrada']
all,all,5313769,Pyrokinesis,['rusrap']
all,all,14425,Gabry Ponte,"['dance', 'electronics', 'pop']"
all,all,953565,Виктор Цой,['rusrock']
all,all,1529749,Powerwolf,['epicmetal']
all,all,722597,Mahmut Orhan,"['dance', 'house', 'turkishpop']"
all,all,5533907,Рапсат,['rusrap']
all,all,92178,Thirty Seconds to Mars,"['alternative', 'pop', 'dance']"
all,all,155916,Инфинити,['ruspop']
all,all,98400,P!nk,"['pop', 'foreignrap', 'films']"
all,all,42528,Гражданская оборона,['punk']
all,all,42703,Dan Balan,"['pop', 'dance', 'ruspop']"
all,all,3062973,BLR,"['dance', 'foreignrap', 'folk']"
all,all,1171662,Else,"['electronics', 'house']"
all,all,314001,grandson,"['alternative', 'foreignrap', 'rock']"
all,all,42516,Бутырка,['shanson']
all,all,2525773,Sub Urban,"['electronics', 'alternative']"
all,all,1109309,Manuel Riva,"['dance', 'house', 'pop']"
all,all,4195549,Дана Соколова,"['alternative', 'rusrock', 'ruspop']"
all,all,48196,Slipknot,['numetal']
all,all,5734930,TumaniYO,"['rusrap', 'dance']"
all,all,161010,Nyusha,['ruspop']
all,all,6955052,Н.И. Тимофеев,['fairytales']
all,all,5583666,Robert Cristian,"['house', 'electronics', 'dance']"
all,all,594731,Bobina,['dance']
all,all,5780809,Ганвест,"['rusrap', 'ruspop', 'dance']"
all,all,6955689,И. Суханова,['fairytales']
all,all,9367,ABBA,"['pop', 'estrada', 'disco']"
all,all,169649,Лолита,['rusestrada']
all,all,5612481,Антиреспект,['rusrap']
all,all,5286660,Fun Mode,['alternative']
all,all,3404212,Нейромонах Феофан,['dnb']
all,all,496071,Nora En Pure,"['electronics', 'house', 'dance']"
all,all,159003,Диана Арбенина,['rusrock']
all,all,7679098,Bakhtin,"['rusrap', 'ruspop', 'reggae']"
all,all,2655634,Павел Пиковский,['rusrock']
all,all,1527696,The Polish Ambassador,"['electronics', 'dance', 'foreignrap']"
all,all,3428995,Ofenbach,"['electronics', 'dance', 'pop']"
all,all,170642,INNA,"['dance', 'pop', 'electronics']"
all,all,167049,Филипп Киркоров,['rusestrada']
all,all,150811,The xx,['indie']
all,all,4179402,TARAS,['rusrap']
all,all,4097111,ДЕТИ RAVE,['dance']
all,all,453589,Валентин Стрыкало,['local-indie']
all,all,4994784,МАЛЬБЭК,"['ruspop', 'rusrap', 'pop']"
all,all,688,Louis Armstrong,"['jazz', 'pop', 'tradjazz']"
all,all,2938031,Markul,['rusrap']
all,all,167085,Вера Брежнева,['ruspop']
all,all,6914440,ANIKV,"['ruspop', 'rusrap', 'pop']"
all,all,638312,Ariana Grande,['pop']
all,all,7011986,Jay Aliyev,"['house', 'electronics', 'dance']"
all,all,4439056,SALUKI,['rusrap']
all,all,87394,Benny Benassi,"['dance', 'house', 'pop']"
all,all,5978967,ДжиАш,"['rusrap', 'ruspop']"
all,all,2625,Pharrell Williams,"['foreignrap', 'pop', 'dance']"
all,all,312616,Avicii,"['dance', 'pop', 'electronics']"
all,all,1141807,Клара Румянова,"['fairytales', 'forchildren', 'rusfolk']"
all,all,323672,Burak Yeter,"['dance', 'house', 'pop']"
all,all,5249275,2WEI,"['pop', 'electronics', 'soundtrack']"
all,all,3866018,Nizkiz,['rock']
all,all,14240,Robbie Williams,['pop']
all,all,3498728,Denis Stelmakh,"['relax', 'modern', 'ruspop']"
all,all,291,a-ha,"['pop', 'rock']"
all,all,9077746,ЕГОР ШИП,"['ruspop', 'pop']"
all,all,205640,C.C. Catch,"['dance', 'pop', 'estrada']"
all,all,41072,Пилот,['rusrock']
all,all,167214,Слава,['ruspop']
all,all,1431923,Жуки,['rusrock']
all,all,8366668,RYZE,"['ruspop', 'rusrap', 'pop']"
all,all,3116561,Joji,"['rnb', 'foreignrap', 'alternative']"
all,all,6727113,ElDark,"['ruspop', 'rusrap', 'house']"
all,all,6405981,Вито,"['ruspop', 'rusrap']"
all,all,3139727,K-391,"['electronics', 'dance', 'pop']"
all,all,589942,КняZz,['rusrock']
all,all,645282,J. Balvin,"['pop', 'dance', 'latinfolk']"
all,all,241945,Andy Panda,['rusrap']
all,all,5130,Papa Roach,"['rock', 'alternative', 'numetal']"
all,all,762048,Eivør,"['pop', 'folk', 'soundtrack']"
all,all,4065,Taylor Swift,"['pop', 'country', 'alternative']"
all,all,8049580,Imanbek,"['dance', 'pop', 'foreignrap']"
all,all,7572362,Cvetocek7,"['ruspop', 'pop', 'foreignrap']"
all,all,41145,Вячеслав Бутусов,['rusrock']
all,all,3210253,DJ DimixeR,"['dance', 'pop', 'ruspop']"
all,all,4370377,Луна,['pop']
all,all,6601,The Rolling Stones,"['rock', 'blues', 'rnr']"
all,all,190602,5sta family,['ruspop']
all,all,3928537,Эллаи,['ruspop']
all,all,7883505,Martik C,"['dance', 'folk', 'pop']"
all,all,41113,Hi-Fi,['ruspop']
all,all,98753,Havana,"['dance', 'pop', 'foreignrap']"
all,all,5890834,TERNOVOY,"['ruspop', 'rusrap', 'dance']"
all,all,3274,Ozzy Osbourne,['classicmetal']
all,all,158058,Валерия,['rusestrada']
all,all,2618493,Ант,"['rusrap', 'ruspop', 'rusrock']"
all,all,4012591,ALEKSEEV,['ruspop']
all,all,3262828,Detsl aka Le Truk,['rusrap']
all,all,3079249,AronChupa,"['techno', 'pop', 'electronics']"
all,all,9529,The BossHoss,"['rock', 'country']"
all,all,48094,Arash,"['pop', 'dance', 'foreignrap']"
all,all,7257,Adriano Celentano,['estrada']
all,all,1555742,Олег Кензов,['ruspop']
all,all,3005,Mando Diao,"['pop', 'rock', 'alternative']"
all,all,1046831,Smash Into Pieces,"['rock', 'hardrock', 'alternative']"
all,all,595973,Sleeping At Last,['alternative']
all,all,7596612,Rakhim,"['ruspop', 'rusrap']"
all,all,4970696,Furkan Soysal,"['electronics', 'pop', 'dance']"
all,all,4841426,T-Fest,['rusrap']
all,all,41071,Многоточие,['rusrap']
all,all,3268258,MISSIO,"['electronics', 'alternative', 'pop']"
all,all,78804,Kovacs,"['pop', 'rnb', 'electronics']"
all,all,3425928,Camila Cabello,"['pop', 'dance', 'electronics']"
all,all,2990056,Shawn Mendes,"['pop', 'electronics', 'soundtrack']"
all,all,39556,Bruno Mars,"['pop', 'foreignrap', 'dance']"
all,all,2428208,Сюзанна,"['ruspop', 'rnb', 'local-indie']"
all,all,432888,Татьяна Буланова,['rusestrada']
all,all,1404,Marilyn Manson,['alternative']
all,all,4169353,Wildways,"['posthardcore', 'rock', 'metal']"
all,all,10987,Elvis Presley,['rnr']
all,all,2113791,Unlike Pluto,"['electronics', 'rock', 'dance']"
all,all,155914,Винтаж,['ruspop']
all,all,305613,Khalid,"['rnb', 'pop', 'dance']"
all,all,38071,Justin Bieber,['pop']
all,all,3846847,Элвин Грей,['ruspop']
all,all,915312,KAZKA,"['pop', 'dance', 'electronics']"
all,all,105648,The Neighbourhood,['indie']
all,all,6132124,ASAMMUELL,['ruspop']
all,all,3054279,Наргиз,['ruspop']
all,all,359985,Муслим Магомаев,['estrada']
all,all,9087112,Max Box,['ruspop']
all,all,4639094,Stive Morgan,"['newage', 'folk', 'relax']"
all,all,1471558,Эмма М,['ruspop']
all,all,4601032,Trevor Daniel,"['pop', 'foreignrap', 'dance']"
all,all,430154,Dotan,"['pop', 'indie', 'dance']"
all,all,31218,БАНД'ЭРОС,['ruspop']
all,all,218230,Иван Кучин,['shanson']
all,all,1023815,M'Dee,"['ruspop', 'rnb', 'rusrap']"
all,all,189548,Гарик Сукачёв,['rusrock']
all,all,201862,Max Richter,"['films', 'modern', 'tvseries']"
all,all,41120,СерьГа,['rusrock']
all,all,3799532,Sevak,['ruspop']
all,all,536178,Yaar,"['dance', 'house', 'eastern']"
all,all,43108,Bring Me The Horizon,"['metal', 'rock', 'electronics']"
all,all,3204612,Тони Раут,['rusrap']
all,all,188955,Kensington,['indie']
